Name Math Java DS Average Total
张三3769 62 100 61 74 223
张三5467 92 68 83 81 243
张三5655 61 65 79 68 205
张三484 100 76 84 86 260
张三9813 83 89 95 89 267
张三3547 92 90 96 92 278
张三4620 63 63 89 71 215
张三5730 86 63 85 78 234
张三7638 60 60 60 60 180
张三5250 88 79 71 79 238
张三3991 60 73 68 67 201
张三3018 84 90 89 87 263
张三3729 96 72 72 80 240
张三1726 74 73 83 76 230
张三7872 85 83 90 86 258
张三9430 97 64 61 74 222
张三5402 90 79 63 77 232
张三1117 69 98 85 84 252
张三5903 92 84 75 83 251
张三4225 86 64 99 83 249
张三5078 90 66 66 74 222
张三6597 67 72 75 71 214
张三2882 69 71 74 71 214
张三7840 84 78 88 83 250
张三6481 80 81 68 76 229
张三7574 67 86 98 83 251
张三2782 69 65 72 68 206
张三6542 76 61 87 74 224
张三7744 72 89 76 79 237
张三9059 62 75 94 77 231
张三2200 87 92 77 85 256
张三7767 86 82 93 87 261
张三6432 86 86 91 87 263
张三4199 62 73 99 78 234
张三8201 66 65 100 77 231
张三1095 79 75 81 78 235
张三1479 67 71 82 73 220
张三4973 82 91 100 91 273
张三5596 100 69 97 88 266
张三9914 64 60 74 66 198
张三7038 99 84 76 86 259
张三6050 88 61 78 75 227
张三8619 82 97 81 86 260
张三8728 99 93 91 94 283
张三3245 61 95 88 81 244
张三6815 94 89 65 82 248
张三2023 82 73 81 78 236
张三1145 82 64 71 72 217
张三8899 75 82 72 76 229
张三6559 72 85 70 75 227
张三6597 82 100 99 93 281
张三3524 61 88 93 80 242
张三1051 71 86 96 84 253
张三7827 88 69 98 85 255
张三4081 78 92 84 84 254
张三9276 88 89 76 84 253
张三6516 94 81 82 85 257
张三2936 85 94 79 86 258
张三6513 66 85 67 72 218
张三8840 89 98 62 83 249
张三287 68 75 89 77 232
张三8661 98 72 93 87 263
张三4978 68 94 66 76 228
张三328 71 74 66 70 211
张三5880 83 100 94 92 277
张三4069 76 76 99 83 251
张三2774 91 77 69 79 237
张三5820 92 71 92 85 255
张三2569 69 69 60 66 198
张三6537 98 60 79 79 237
张三7995 77 61 76 71 214
张三8328 71 85 90 82 246
张三4562 75 92 79 82 246
张三921 64 80 60 68 204
张三525 73 79 94 82 246
张三4430 68 93 81 80 242
张三7070 82 91 61 78 234
张三6892 77 70 93 80 240
张三8448 65 78 69 70 212
张三7562 69 92 88 83 249
张三4299 76 72 77 75 225
张三9436 92 76 75 81 243
张三8868 79 77 62 72 218
张三6977 80 89 85 84 254
张三4360 92 69 86 82 247
张三7524 87 79 100 88 266
张三8151 100 97 67 88 264
张三7365 96 88 74 86 258
张三6082 63 92 98 84 253
张三5935 78 77 77 77 232
张三6570 60 98 76 78 234
张三4139 85 70 97 84 252
张三2747 64 64 62 63 190
张三5252 87 87 88 87 262
张三2376 96 87 80 87 263
张三9389 64 92 95 83 251
张三7743 67 64 64 65 195
张三5018 73 67 87 75 227
张三276 89 80 60 76 229
张三3489 96 98 97 97 291
张三7113 84 95 80 86 259
张三5058 96 93 97 95 286
张三9324 98 66 84 82 248
张三7383 60 84 73 72 217
张三4044 75 82 91 82 248
张三9965 89 94 78 87 261
张三5228 71 71 66 69 208
张三519 73 65 98 78 236
张三248 85 98 72 85 255
张三1743 98 73 86 85 257
张三2077 80 64 83 75 227
张三9464 74 70 67 70 211
张三9269 92 64 95 83 251
张三5633 95 100 98 97 293
张三8471 82 79 62 74 223
张三2166 65 91 89 81 245
张三6696 93 63 71 75 227
张三4076 90 96 99 95 285
张三3070 81 99 67 82 247
张三2895 69 77 98 81 244
张三2301 62 87 89 79 238
张三3863 67 79 71 72 217
张三4566 100 83 91 91 274
张三2838 76 71 67 71 214
张三9082 62 96 68 75 226
张三1439 95 81 80 85 256
张三1049 67 73 98 79 238
张三1362 95 76 97 89 268
张三4222 73 97 91 87 261
张三1373 92 83 66 80 241
张三3810 79 71 81 77 231
张三2941 72 98 79 83 249
张三6962 89 80 89 86 258
张三2989 62 97 98 85 257
张三536 90 95 78 87 263
张三4745 93 81 86 86 260
张三8393 94 99 83 92 276
张三164 60 77 80 72 217
张三2940 67 73 70 70 210
张三9900 67 68 68 67 203
张三8153 70 86 71 75 227
张三9296 62 96 95 84 253
张三3789 88 79 62 76 229
张三1396 73 86 60 73 219
张三3045 81 90 97 89 268
张三418 83 93 74 83 250
张三8354 98 90 70 86 258
张三1686 63 88 63 71 214
张三2570 62 99 85 82 246
张三6501 92 71 96 86 259
张三5269 61 77 91 76 229
张三2916 61 70 66 65 197
张三6367 98 70 70 79 238
张三5897 86 98 68 84 252
张三1814 87 72 68 75 227
张三2846 88 96 82 88 266
张三8573 75 80 66 73 221
张三2964 82 60 61 67 203
张三8601 100 68 72 80 240
张三1425 94 72 67 77 233
张三4092 75 71 79 75 225
张三1846 72 88 77 79 237
张三8673 61 71 79 70 211
张三3024 66 86 98 83 250
张三1790 90 81 97 89 268
张三8417 88 74 67 76 229
张三6034 90 63 82 78 235
张三9345 99 93 77 89 269
张三9588 78 70 91 79 239
张三5392 75 65 100 80 240
张三8572 83 73 84 80 240
张三7984 76 81 90 82 247
张三6474 78 76 81 78 235
张三5606 76 78 63 72 217
张三409 88 77 63 76 228
张三1666 79 74 95 82 248
张三6440 84 77 92 84 253
张三8446 66 100 77 81 243
张三8664 93 92 99 94 284
张三3140 89 83 61 77 233
张三9321 72 64 84 73 220
张三4455 91 69 75 78 235
张三9622 87 96 66 83 249
张三733 92 99 88 93 279
张三3546 64 70 68 67 202
张三3100 96 92 61 83 249
张三9325 95 62 98 85 255
张三9582 80 75 76 77 231
张三5821 95 80 69 81 244
张三8703 67 73 97 79 237
张三3577 86 63 91 80 240
张三3512 90 71 73 78 234
张三2700 68 62 71 67 201
张三9532 100 99 75 91 274
张三2360 60 76 60 65 196
张三2596 66 67 95 76 228
张三9095 78 73 95 82 246
张三5063 92 80 76 82 248
张三3664 83 73 61 72 217
张三1366 80 95 81 85 256
张三8680 84 97 96 92 277
张三6401 94 68 61 74 223
张三1729 94 91 73 86 258
张三2695 82 80 68 76 230
张三1225 99 63 72 78 234
张三4869 80 66 69 71 215
张三4711 78 95 94 89 267
张三2338 66 94 89 83 249
张三1835 60 93 84 79 237
张三3754 93 72 78 81 243
张三6747 77 67 79 74 223
张三9142 77 94 80 83 251
张三7102 82 73 64 73 219
张三8227 95 65 81 80 241
张三9449 90 61 88 79 239
张三5916 70 91 93 84 254
张三3177 69 62 71 67 202
张三8419 73 97 72 80 242
张三7801 91 63 75 76 229
张三5972 64 84 97 81 245
张三754 84 71 60 71 215
张三665 84 89 84 85 257
张三5476 98 62 94 84 254
张三318 91 91 99 93 281
张三1965 67 98 84 83 249
张三1911 76 94 96 88 266
张三4567 83 62 90 78 235
张三526 86 77 88 83 251
张三4193 68 78 96 80 242
张三2285 99 63 76 79 238
张三4724 80 88 88 85 256
张三2260 64 96 95 85 255
张三5796 77 81 64 74 222
张三831 75 78 94 82 247
张三6719 69 94 75 79 238
张三4467 61 87 80 76 228
张三8746 82 93 91 88 266
张三9411 92 89 80 87 261
张三5413 94 76 76 82 246
张三9236 87 88 99 91 274
张三3186 91 99 74 88 264
张三9765 91 73 64 76 228
张三7142 64 79 98 80 241
张三7313 87 64 94 81 245
张三8896 93 62 63 72 218
张三8741 77 70 62 69 209
张三6520 91 87 91 89 269
张三4291 75 67 75 72 217
张三8671 69 91 74 78 234
张三6685 84 67 69 73 220
张三7647 96 93 66 85 255
张三2455 69 98 60 75 227
张三8620 66 99 73 79 238
张三3997 63 84 72 73 219
张三4742 64 86 73 74 223
张三3298 83 94 81 86 258
张三378 68 83 70 73 221
张三849 89 65 89 81 243
张三7181 77 68 91 78 236
张三5691 83 62 100 81 245
张三226 61 74 93 76 228
张三5075 79 65 60 68 204
张三3955 82 97 92 90 271
张三4732 70 62 80 70 212
张三130 95 95 71 87 261
张三3206 85 62 93 80 240
张三2541 91 80 72 81 243
张三6243 62 81 92 78 235
张三5693 91 62 89 80 242
张三9696 85 74 75 78 234
张三7183 88 84 85 85 257
张三1945 73 90 75 79 238
张三6021 96 73 99 89 268
张三9288 74 70 81 75 225
张三1590 69 67 85 73 221
张三287 65 72 98 78 235
张三503 74 66 80 73 220
张三7557 96 86 68 83 250
张三1052 80 88 96 88 264
张三7945 73 67 96 78 236
张三7508 71 64 79 71 214
张三4615 88 76 87 83 251
张三8965 60 97 62 73 219
张三6980 98 71 73 80 242
张三9988 76 81 73 76 230
张三6978 73 73 62 69 208
张三2764 94 87 78 86 259
张三2666 75 67 72 71 214
张三3002 87 81 79 82 247
张三2598 85 92 83 86 260
张三4290 98 68 84 83 250
张三6979 78 79 68 75 225
张三8158 84 86 99 89 269
张三4058 72 100 64 78 236
张三9550 77 73 72 74 222
张三2748 65 74 87 75 226
张三9954 85 97 96 92 278
张三4935 63 88 85 78 236
张三2897 72 75 77 74 224
张三3474 90 83 79 84 252
张三9048 64 81 94 79 239
张三4321 72 99 89 86 260
张三636 93 94 69 85 256
张三3809 75 94 63 77 232
张三7437 76 94 68 79 238
张三4514 95 60 69 74 224
张三9027 71 92 84 82 247
张三5707 79 85 65 76 229
张三548 80 65 74 73 219
张三6868 99 69 90 86 258
张三1710 94 64 86 81 244
张三5225 83 65 80 76 228
张三1245 94 80 94 89 268
张三810 93 73 69 78 235
张三1550 73 72 66 70 211
张三5002 83 61 71 71 215
张三749 86 91 76 84 253
张三1024 78 80 91 83 249
张三1882 70 73 88 77 231
张三7397 90 66 81 79 237
张三1473 80 72 97 83 249
张三7791 73 99 65 79 237
张三2180 97 98 70 88 265
张三3287 77 96 95 89 268
张三6772 67 97 70 78 234
张三5498 62 74 88 74 224
张三3143 80 97 88 88 265
张三1536 85 89 85 86 259
张三2605 65 92 63 73 220
张三4312 61 78 99 79 238
张三6182 80 97 92 89 269
张三4123 61 75 67 67 203
张三6114 98 70 82 83 250
张三19 100 98 86 94 284
张三2333 96 77 92 88 265
张三1933 63 62 82 69 207
张三6108 74 94 93 87 261
张三7022 89 71 69 76 229
张三5585 93 94 61 82 248
张三6224 81 79 73 77 233
张三478 90 99 86 91 275
张三9503 78 90 63 77 231
张三5605 98 62 88 82 248
张三736 90 90 97 92 277
张三5510 83 61 92 78 236
张三5757 83 88 64 78 235
张三4901 71 65 88 74 224
张三9490 98 64 99 87 261
张三2119 83 67 69 73 219
张三685 99 87 60 82 246
张三5381 98 68 96 87 262
张三5224 94 91 67 84 252
张三3999 63 72 83 72 218
张三1448 86 60 98 81 244
张三9333 95 92 68 85 255
张三3522 70 70 75 71 215
张三2678 90 93 62 81 245
张三1288 60 70 89 73 219
张三9822 97 67 63 75 227
张三7583 76 100 93 89 269
张三4501 83 92 85 86 260
张三6516 81 98 95 91 274
张三5489 96 71 64 77 231
张三8662 89 78 92 86 259
张三4516 78 84 100 87 262
张三1658 92 73 83 82 248
张三4785 86 77 88 83 251
张三7182 88 84 86 86 258
张三2277 92 62 75 76 229
张三7773 71 74 98 81 243
张三4595 76 93 98 89 267
张三9501 67 85 93 81 245
张三4561 89 70 77 78 236
张三8925 73 90 63 75 226
张三8294 62 93 93 82 248
张三5348 89 66 80 78 235
张三1 78 80 91 83 249
张三1826 90 66 71 75 227
张三8208 87 93 66 82 246
张三918 63 99 71 77 233
张三635 69 67 91 75 227
张三3645 93 81 71 81 245
张三7493 96 68 71 78 235
张三2641 69 86 69 74 224
张三5359 74 96 97 89 267
张三2974 94 80 80 84 254
张三6427 91 84 74 83 249
张三6602 71 71 71 71 213
张三304 92 64 72 76 228
张三8961 65 61 72 66 198
张三8116 76 73 65 71 214
张三8634 93 93 92 92 278
张三1126 97 76 99 90 272
张三3608 75 66 77 72 218
张三8611 91 72 94 85 257
张三71 78 76 78 77 232
张三2204 93 66 66 75 225
张三2238 90 88 70 82 248
张三6447 86 94 67 82 247
张三4176 75 90 83 82 248
张三7761 91 88 76 85 255
张三7115 61 72 68 67 201
张三6586 91 66 76 77 233
张三8209 81 60 78 73 219
张三9888 65 63 90 72 218
张三9233 92 85 70 82 247
张三3783 91 87 94 90 272
张三6183 83 97 69 83 249
张三8493 87 71 79 79 237
张三3273 78 74 73 75 225
张三360 82 99 67 82 248
张三7277 80 81 94 85 255
张三8157 61 96 69 75 226
张三724 73 92 95 86 260
张三3398 83 85 74 80 242
张三4903 99 63 78 80 240
张三6907 90 72 90 84 252
张三6158 91 68 70 76 229
张三6339 70 88 63 73 221
张三1452 77 78 60 71 215
张三1903 82 81 77 80 240
张三1680 100 76 83 86 259
张三6 78 65 64 69 207
张三3694 99 93 67 86 259
张三7038 95 71 67 77 233
张三4538 71 84 60 71 215
张三8035 71 85 65 73 221
张三3846 89 93 80 87 262
张三7448 60 95 91 82 246
张三2897 91 68 89 82 248
张三1721 79 81 71 77 231
张三1301 72 61 99 77 232
张三5948 73 72 73 72 218
张三4778 79 96 71 82 246
张三9282 86 74 75 78 235
张三29 85 96 84 88 265
张三6372 97 65 88 83 250
张三5158 65 83 85 77 233
张三4525 90 65 88 81 243
张三6630 87 96 89 90 272
张三8826 89 82 85 85 256
张三6238 65 95 82 80 242
张三9947 76 76 88 80 240
张三4060 99 71 61 77 231
张三1863 94 71 65 76 230
张三5875 72 74 92 79 238
张三9225 97 63 99 86 259
张三6022 85 99 80 88 264
张三6568 69 90 71 76 230
张三9175 93 64 83 80 240
张三4143 78 98 70 82 246
张三7010 70 61 60 63 191
张三7551 94 95 78 89 267
张三8248 96 73 86 85 255
张三919 71 100 95 88 266
张三3031 86 79 91 85 256
张三5866 98 68 60 75 226
张三5138 86 67 64 72 217
张三947 75 83 96 84 254
张三7985 97 71 84 84 252
张三8838 99 99 74 90 272
张三2907 89 85 73 82 247
张三961 87 65 98 83 250
张三700 87 60 91 79 238
张三1799 82 99 76 85 257
张三9881 65 81 97 81 243
张三7605 94 92 93 93 279
张三7654 89 92 63 81 244
张三6749 62 84 74 73 220
张三2070 93 87 90 90 270
张三1420 95 90 77 87 262
张三6333 83 77 65 75 225
张三2919 73 61 68 67 202
张三8747 78 69 97 81 244
张三5249 99 70 92 87 261
张三4275 86 68 98 84 252
张三4260 94 63 68 75 225
张三6188 96 63 99 86 258
张三2046 72 85 74 77 231
张三8771 68 95 96 86 259
张三8837 68 72 67 69 207
张三4581 98 75 90 87 263
张三7110 64 83 68 71 215
张三2220 98 62 91 83 251
张三5141 64 100 93 85 257
张三3098 92 66 93 83 251
张三9729 91 97 94 94 282
张三8171 78 66 79 74 223
张三314 72 69 94 78 235
张三8127 88 72 75 78 235
张三9231 96 70 86 84 252
张三2998 68 76 82 75 226
张三5291 76 99 67 80 242
张三9673 74 71 89 78 234
张三463 87 71 96 84 254
张三8276 84 79 72 78 235
张三1848 81 62 94 79 237
张三922 83 75 67 75 225
张三3676 71 99 87 85 257
张三8784 65 80 68 71 213
张三6577 89 69 97 85 255
张三5970 82 91 90 87 263
张三3817 71 68 65 68 204
张三1197 62 68 74 68 204
张三6760 79 69 71 73 219
张三708 78 98 62 79 238
张三4251 72 94 92 86 258
张三8438 63 93 78 78 234
张三3172 85 95 82 87 262
张三1885 89 100 61 83 250
张三9885 79 83 100 87 262
张三4683 69 100 100 89 269
张三4785 88 61 78 75 227
张三9324 84 76 60 73 220
张三4708 82 78 87 82 247
张三6041 68 72 88 76 228
张三394 79 92 83 84 254
张三6301 70 83 73 75 226
张三8755 77 79 62 72 218
张三1895 84 66 71 73 221
张三2157 60 80 88 76 228
张三3104 76 92 89 85 257
张三9465 75 80 89 81 244
张三1909 88 95 78 87 261
张三6043 60 89 73 74 222
张三8736 74 62 94 76 230
张三2474 94 74 89 85 257
张三3691 67 73 72 70 212
张三4199 73 80 91 81 244
张三5790 76 73 88 79 237
张三6812 97 69 92 86 258
张三6129 72 61 92 75 225
张三4235 68 73 80 73 221
张三3496 63 85 74 74 222
张三9510 71 72 60 67 203
张三3389 65 72 92 76 229
张三410 76 70 63 69 209
张三3918 74 76 74 74 224
张三4631 92 90 67 83 249
张三4574 63 65 64 64 192
张三1748 67 99 78 81 244
张三6327 91 65 81 79 237
张三1709 90 87 93 90 270
张三4050 86 66 64 72 216
张三2053 64 95 81 80 240
张三4728 91 92 81 88 264
张三8604 86 93 96 91 275
张三7436 76 73 70 73 219
张三6853 86 70 70 75 226
张三3561 84 83 83 83 250
张三3767 84 97 65 82 246
张三8254 65 84 74 74 223
张三2242 93 73 71 79 237
张三6560 85 99 67 83 251
张三2927 71 94 64 76 229
张三247 71 71 88 76 230
张三653 74 72 85 77 231
张三3772 72 79 100 83 251
张三5186 84 85 93 87 262
张三368 81 83 92 85 256
张三8532 63 83 67 71 213
张三1754 72 98 78 82 248
张三3526 92 100 61 84 253
张三7411 91 90 65 82 246
张三926 97 90 71 86 258
张三1919 77 89 92 86 258
张三4739 73 98 73 81 244
张三1332 61 69 81 70 211
张三8003 86 96 60 80 242
张三2055 91 62 91 81 244
张三3764 66 89 90 81 245
张三8219 96 88 71 85 255
张三8458 95 80 80 85 255
张三6005 80 87 89 85 256
张三7436 92 61 100 84 253
张三5926 98 96 73 89 267
张三4855 78 88 68 78 234
张三6509 61 72 74 69 207
张三2658 93 78 83 84 254
张三5381 81 79 94 84 254
张三5878 100 74 98 90 272
张三6219 89 79 97 88 265
张三3980 67 63 70 66 200
张三2547 91 83 96 90 270
张三487 67 70 96 77 233
张三1863 97 82 99 92 278
张三5593 94 84 82 86 260
张三6054 89 73 93 85 255
张三9004 93 65 87 81 245
张三6592 90 82 89 87 261
张三2738 67 71 77 71 215
张三5489 89 77 69 78 235
张三6094 96 99 99 98 294
张三5470 98 79 95 90 272
张三7530 60 87 67 71 214
张三5360 66 67 62 65 195
张三676 75 96 80 83 251
张三9148 89 77 95 87 261
张三4196 65 64 78 69 207
张三9712 70 94 68 77 232
张三7744 99 86 82 89 267
张三684 81 70 60 70 211
张三8724 77 94 76 82 247
张三2417 63 81 62 68 206
张三7094 77 78 84 79 239
张三547 89 94 88 90 271
张三7929 90 62 63 71 215
张三8122 60 72 86 72 218
张三3977 68 72 91 77 231
张三4764 79 98 82 86 259
张三2933 64 84 95 81 243
张三8862 64 92 97 84 253
张三6657 80 66 69 71 215
张三1246 70 98 93 87 261
张三2058 97 77 69 81 243
张三1342 99 100 72 90 271
张三5886 76 100 82 86 258
张三9273 87 91 80 86 258
张三8134 65 91 78 78 234
张三9878 85 89 87 87 261
张三1298 89 100 94 94 283
张三7141 62 99 97 86 258
张三5218 96 71 88 85 255
张三9997 91 68 76 78 235
张三9709 94 93 97 94 284
张三2978 62 96 93 83 251
张三9734 91 84 60 78 235
张三7716 69 68 95 77 232
张三329 73 89 75 79 237
张三3721 71 100 99 90 270
张三1016 83 99 94 92 276
张三9473 78 75 68 73 221
张三1909 74 86 77 79 237
张三7254 92 71 79 80 242
张三6281 99 74 73 82 246
张三7725 83 69 70 74 222
张三6772 99 81 96 92 276
张三2717 89 97 75 87 261
张三4998 67 84 99 83 250
张三7209 71 66 99 78 236
张三6777 75 77 92 81 244
张三3976 89 97 61 82 247
张三7685 64 60 76 66 200
张三6874 73 66 95 78 234
张三6196 93 89 69 83 251
张三1253 77 98 92 89 267
张三4110 63 99 77 79 239
张三2464 97 88 63 82 248
张三6501 81 73 94 82 248
张三5929 62 71 75 69 208
张三5919 63 64 99 75 226
张三4779 79 65 73 72 217
张三8063 70 93 72 78 235
张三3499 85 98 90 91 273
张三8661 94 79 80 84 253
张三8592 89 74 80 81 243
张三3770 63 89 91 81 243
张三9705 78 96 83 85 257
张三8241 72 64 70 68 206
张三7228 92 98 72 87 262
张三9558 83 88 66 79 237
张三4817 83 74 99 85 256
张三6784 90 89 62 80 241
张三7819 84 82 75 80 241
张三6852 64 89 78 77 231
张三1097 60 75 67 67 202
张三2904 78 91 95 88 264
张三2206 85 96 77 86 258
张三1928 60 71 91 74 222
张三8411 65 72 79 72 216
张三1403 67 92 94 84 253
张三8521 86 95 99 93 280
张三7186 79 89 73 80 241
张三3011 97 86 89 90 272
张三7369 100 95 70 88 265
张三8421 99 67 64 76 230
张三9328 68 69 85 74 222
张三4484 69 92 76 79 237
张三9695 91 75 92 86 258
张三4995 80 76 92 82 248
张三9469 72 74 63 69 209
张三5859 61 66 74 67 201
张三9015 73 65 99 79 237
张三6328 85 71 63 73 219
张三145 81 98 100 93 279
张三1881 86 69 89 81 244
张三5047 69 86 84 79 239
张三9736 83 79 62 74 224
张三4245 90 85 62 79 237
张三456 97 94 94 95 285
张三8357 98 84 83 88 265
张三1657 92 89 88 89 269
张三849 61 95 66 74 222
张三2245 69 78 73 73 220
张三1529 96 89 88 91 273
张三8214 93 74 72 79 239
张三2991 92 74 85 83 251
张三3433 97 93 95 95 285
张三4757 95 94 86 91 275
张三1436 95 64 96 85 255
张三2323 79 62 97 79 238
张三6663 63 80 79 74 222
张三848 69 66 73 69 208
张三6147 79 78 71 76 228
张三5706 79 88 91 86 258
张三5124 93 88 75 85 256
张三4636 79 96 99 91 274
张三2517 74 71 62 69 207
张三8704 82 94 81 85 257
张三4816 68 65 71 68 204
张三1815 90 98 96 94 284
张三9279 76 91 67 78 234
张三998 73 69 67 69 209
张三9972 74 60 74 69 208
张三2184 79 63 99 80 241
张三2604 68 98 80 82 246
张三8717 79 100 85 88 264
张三6638 74 71 84 76 229
张三2307 65 73 85 74 223
张三5651 73 73 100 82 246
张三8674 100 98 74 90 272
张三9432 71 93 93 85 257
张三2582 63 73 86 74 222
张三3772 72 70 92 78 234
张三9521 95 94 86 91 275
张三6453 63 96 65 74 224
张三3731 81 76 80 79 237
张三382 79 69 64 70 212
张三4823 67 88 61 72 216
张三7366 81 89 100 90 270
张三7704 82 81 78 80 241
张三8499 71 100 88 86 259
张三3038 85 99 74 86 258
张三9638 61 100 90 83 251
张三7986 68 85 70 74 223
张三2940 84 86 74 81 244
张三9414 98 97 99 98 294
张三7949 86 98 92 92 276
张三4336 95 71 82 82 248
张三8189 80 84 64 76 228
张三4798 75 93 86 84 254
张三1763 86 98 64 82 248
张三6924 77 81 93 83 251
张三6920 100 70 63 77 233
张三6369 94 75 89 86 258
张三6064 82 94 83 86 259
张三4890 94 98 71 87 263
张三4196 70 93 76 79 239
张三5270 99 95 86 93 280
张三251 92 60 80 77 232
张三4317 81 99 60 80 240
张三2318 96 93 82 90 271
张三6166 97 80 60 79 237
张三206 79 86 62 75 227
张三613 67 87 63 72 217
张三1351 78 77 96 83 251
张三3707 69 90 98 85 257
张三8521 62 70 97 76 229
张三315 71 75 70 72 216
张三306 68 61 83 70 212
张三915 74 85 60 73 219
张三7883 65 68 84 72 217
张三7302 64 61 71 65 196
张三3989 68 67 87 74 222
张三4477 63 98 71 77 232
张三2638 98 78 75 83 251
张三8417 81 76 95 84 252
张三510 73 91 82 82 246
张三1955 95 90 65 83 250
张三3509 67 73 84 74 224
张三3515 62 89 78 76 229
张三4468 98 61 86 81 245
张三5908 94 77 68 79 239
张三473 78 80 85 81 243
张三4921 100 86 74 86 260
张三782 73 71 79 74 223
张三9935 99 73 99 90 271
张三8817 99 65 71 78 235
张三1289 84 74 97 85 255
张三4203 88 89 92 89 269
张三1620 88 90 73 83 251
张三3342 100 99 93 97 292
张三899 78 96 60 78 234
张三9478 69 98 76 81 243
张三7405 89 82 73 81 244
张三5747 77 92 83 84 252
张三9346 92 95 78 88 265
张三7185 80 77 88 81 245
张三4365 80 71 78 76 229
张三162 73 93 93 86 259
张三6655 62 71 95 76 228
张三230 94 100 64 86 258
张三3905 85 85 98 89 268
张三1855 74 75 80 76 229
张三8810 82 94 74 83 250
张三6009 72 93 72 79 237
张三2366 99 90 69 86 258
张三4101 64 82 72 72 218
张三8688 100 64 91 85 255
张三9229 80 93 62 78 235
张三3550 94 81 96 90 271
张三8211 91 65 77 77 233
张三1418 79 74 85 79 238
张三399 96 72 62 76 230
张三8154 92 61 99 84 252
张三1728 69 79 84 77 232
张三9152 69 76 91 78 236
张三4988 69 66 76 70 211
张三5120 80 92 89 87 261
张三9795 88 93 99 93 280
张三237 91 93 81 88 265
张三8234 68 76 60 68 204
张三9905 71 67 89 75 227
张三4664 93 71 72 78 236
张三7826 91 69 90 83 250
张三630 70 96 82 82 248
张三4648 83 90 81 84 254
张三8402 64 78 94 78 236
张三2872 80 68 71 73 219
张三9072 92 88 80 86 260
张三5277 67 86 80 77 233
张三3729 67 92 82 80 241
张三6570 97 98 71 88 266
张三8658 77 88 89 84 254
张三504 83 96 77 85 256
张三8044 62 70 65 65 197
张三7181 65 84 64 71 213
张三174 85 85 98 89 268
张三7754 86 95 100 93 281
张三5598 72 63 71 68 206
张三6293 96 89 93 92 278
张三8226 73 74 98 81 245
张三991 94 82 71 82 247
张三2845 71 90 92 84 253
张三9486 65 94 79 79 238
张三5036 65 94 88 82 247
张三5476 84 100 67 83 251
张三1947 70 92 95 85 257
张三6411 89 80 98 89 267
张三4921 72 62 62 65 196
张三4424 61 88 83 77 232
张三7447 88 70 72 76 230
张三5288 65 78 83 75 226
张三4408 76 88 81 81 245
张三2582 70 97 84 83 251
张三1105 65 85 97 82 247
张三6814 75 61 66 67 202
张三3037 94 99 75 89 268
张三1722 86 69 87 80 242
张三9904 81 82 87 83 250
张三2482 60 99 63 74 222
张三9819 92 98 62 84 252
张三3045 96 86 82 88 264
张三2205 63 65 74 67 202
张三2327 63 67 84 71 214
张三350 70 65 61 65 196
张三1498 60 71 67 66 198
张三7088 79 93 86 86 258
张三7067 78 69 67 71 214
张三9608 82 89 82 84 253
张三7012 99 85 85 89 269
张三1834 87 97 95 93 279
张三9674 97 82 71 83 250
张三5391 85 88 65 79 238
张三7643 80 98 87 88 265
张三2588 64 93 67 74 224
张三1354 87 72 93 84 252
张三7443 60 96 98 84 254
张三9640 75 89 85 83 249
张三3180 77 91 75 81 243
张三6939 88 71 76 78 235
张三7223 91 61 92 81 244
张三9415 96 62 87 81 245
张三7109 84 71 67 74 222
张三4691 75 69 65 69 209
张三3352 90 76 66 77 232
张三2435 99 64 83 82 246
张三7690 87 71 100 86 258
张三5529 64 67 61 64 192
张三7718 95 85 85 88 265
张三4028 64 78 91 77 233
张三1371 90 87 77 84 254
张三6663 62 75 72 69 209
张三7246 61 65 84 70 210
张三7094 75 84 99 86 258
张三9212 87 89 61 79 237
张三4641 61 62 98 73 221
张三6331 95 90 71 85 256
张三1740 61 73 62 65 196
张三1516 61 60 95 72 216
张三2816 78 96 78 84 252
张三4941 93 94 98 95 285
张三1831 64 66 79 69 209
张三650 92 100 74 88 266
张三8221 69 72 89 76 230
张三7375 83 88 78 83 249
张三3440 94 95 98 95 287
张三7001 68 66 99 77 233
张三2861 67 74 100 80 241
张三6691 82 77 66 75 225
张三229 92 89 85 88 266
张三3116 73 100 62 78 235
张三4424 61 86 67 71 214
张三9797 87 63 60 70 210
张三734 68 67 95 76 230
张三1000 99 68 84 83 251
张三1392 98 90 63 83 251
张三8205 79 75 96 83 250
张三2569 87 64 98 83 249
张三7576 64 65 67 65 196
张三7585 87 77 60 74 224
张三9452 66 79 77 74 222
张三8539 67 77 89 77 233
张三3309 94 65 93 84 252
张三1098 79 88 74 80 241
张三4179 69 82 94 81 245
张三9671 82 75 69 75 226
张三9002 88 67 98 84 253
张三2675 78 88 82 82 248
张三3882 99 72 73 81 244
张三160 61 69 66 65 196
张三5741 80 89 70 79 239
张三8475 74 100 99 91 273
张三4319 82 69 84 78 235
张三9229 87 76 66 76 229
张三3022 87 73 98 86 258
张三2268 78 60 62 66 200
张三9588 97 98 84 93 279
张三4893 77 72 70 73 219
张三28 63 94 80 79 237
张三2038 78 64 91 77 233
张三1863 72 68 89 76 229
张三4654 67 81 61 69 209
张三5076 69 76 97 80 242
张三6002 77 67 99 81 243
张三1804 89 61 71 73 221
张三8099 92 77 84 84 253
张三8226 61 91 91 81 243
